task,state,attack,epsilon,epsilon_label,sigma,auc,tpr_at_1pct,auc_sparse,tpr_at_1pct_sparse,n_records,single_feature,n_features_joint
ACSTravelTime,AL,single,5.0,5.0,0.9689610525210778,0.7624146249999999,0.09075,0.7845804988662131,0.0,4000,AGEP,16
ACSTravelTime,AL,joint,5.0,5.0,0.9689610525210778,0.907090625,0.249,0.9316493641032422,0.3615023474178404,4000,AGEP,16
ACSTravelTime,AL,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,AL,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,AK,single,0.1,0.1,48.44805262605389,0.5036784561971838,0.010814708002883922,0.5103550295857988,0.038461538461538464,2774,AGEP,16
ACSTravelTime,AK,joint,0.1,0.1,48.44805262605389,0.4988366586632803,0.00829127613554434,0.5107929650054193,0.009768009768009768,2774,AGEP,16
ACSTravelTime,AK,single,0.5,0.5,9.689610525210778,0.5447343210125539,0.01514059120403749,0.6420118343195266,0.0,2774,AGEP,16
ACSTravelTime,AK,joint,0.5,0.5,9.689610525210778,0.5255289226513162,0.007209805335255948,0.5352949858444365,0.013431013431013432,2774,AGEP,16
ACSTravelTime,AK,single,1.0,1.0,4.844805262605389,0.5460746586518443,0.01658255227108868,0.5340236686390533,0.0,2774,AGEP,16
ACSTravelTime,AK,joint,1.0,1.0,4.844805262605389,0.581154234214191,0.015861571737563085,0.6212674857363503,0.0231990231990232,2774,AGEP,16
ACSTravelTime,AK,single,2.0,2.0,2.4224026313026945,0.6111214496127133,0.028118240807498196,0.7144970414201183,0.07692307692307693,2774,AGEP,16
ACSTravelTime,AK,joint,2.0,2.0,2.4224026313026945,0.6679871647791392,0.0136986301369863,0.7138444244671351,0.042735042735042736,2774,AGEP,16
ACSTravelTime,AK,single,5.0,5.0,0.9689610525210778,0.760999111639703,0.07858687815428983,0.6967455621301776,0.038461538461538464,2774,AGEP,16
ACSTravelTime,AK,joint,5.0,5.0,0.9689610525210778,0.8408449767097816,0.09372746935832732,0.8918258515328111,0.221001221001221,2774,AGEP,16
ACSTravelTime,AK,single,inf,inf,0.0,1.0,1.0,1.0,1.0,2774,AGEP,16
ACSTravelTime,AK,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,2774,AGEP,16
ACSTravelTime,AZ,single,0.1,0.1,48.44805262605389,0.49916375,0.00825,0.5989583333333333,0.125,4000,AGEP,16
ACSTravelTime,AZ,joint,0.1,0.1,48.44805262605389,0.5139891875,0.01075,0.521990786660495,0.023474178403755867,4000,AGEP,16
ACSTravelTime,AZ,single,0.5,0.5,9.689610525210778,0.5283157500000001,0.0105,0.5086505190311419,0.058823529411764705,4000,AGEP,16
ACSTravelTime,AZ,joint,0.5,0.5,9.689610525210778,0.55968025,0.0175,0.5571712761963867,0.02077431539187913,4000,AGEP,16
ACSTravelTime,AZ,single,1.0,1.0,4.844805262605389,0.5657431875,0.01675,0.45679012345679015,0.0,4000,AGEP,16
ACSTravelTime,AZ,joint,1.0,1.0,4.844805262605389,0.5937349375000001,0.0185,0.5906579319445754,0.02815533980582524,4000,AGEP,16
ACSTravelTime,AZ,single,2.0,2.0,2.4224026313026945,0.6211251874999999,0.032,0.5111111111111111,0.13333333333333333,4000,AGEP,16
ACSTravelTime,AZ,joint,2.0,2.0,2.4224026313026945,0.7010255000000001,0.041,0.6975793141227769,0.08090310442144873,4000,AGEP,16
ACSTravelTime,AZ,single,5.0,5.0,0.9689610525210778,0.768129625,0.076,0.7058823529411764,0.17647058823529413,4000,AGEP,16
ACSTravelTime,AZ,joint,5.0,5.0,0.9689610525210778,0.9037497499999999,0.259,0.9275320084510893,0.34765234765234765,4000,AGEP,16
ACSTravelTime,AZ,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,AZ,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,AR,single,0.1,0.1,48.44805262605389,0.5070853125,0.00975,0.5051020408163266,0.0,4000,AGEP,16
ACSTravelTime,AR,joint,0.1,0.1,48.44805262605389,0.51573,0.0065,0.5154247349717513,0.012409513960703205,4000,AGEP,16
ACSTravelTime,AR,single,0.5,0.5,9.689610525210778,0.52305025,0.01525,0.6,0.13333333333333333,4000,AGEP,16
ACSTravelTime,AR,joint,0.5,0.5,9.689610525210778,0.5613285,0.014,0.5895933317017932,0.024439918533604887,4000,AGEP,16
ACSTravelTime,AR,single,1.0,1.0,4.844805262605389,0.5634771875000001,0.024,0.506198347107438,0.09090909090909091,4000,AGEP,16
ACSTravelTime,AR,joint,1.0,1.0,4.844805262605389,0.6007883125000001,0.0185,0.6118580872519007,0.020771513353115726,4000,AGEP,16
ACSTravelTime,AR,single,2.0,2.0,2.4224026313026945,0.6173605,0.03175,0.8373702422145328,0.35294117647058826,4000,AGEP,16
ACSTravelTime,AR,joint,2.0,2.0,2.4224026313026945,0.7110409375,0.04725,0.7444178512616092,0.06109979633401222,4000,AGEP,16
ACSTravelTime,AR,single,5.0,5.0,0.9689610525210778,0.7561275000000001,0.08525,0.6568047337278107,0.3076923076923077,4000,AGEP,16
ACSTravelTime,AR,joint,5.0,5.0,0.9689610525210778,0.91011825,0.36675,0.9383113307846952,0.46594274432379074,4000,AGEP,16
ACSTravelTime,AR,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,AR,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,CA,single,0.1,0.1,48.44805262605389,0.4952985625,0.0065,0.5621301775147929,0.0,4000,AGEP,16
ACSTravelTime,CA,joint,0.1,0.1,48.44805262605389,0.514182625,0.011,0.5258042874957211,0.01486013986013986,4000,AGEP,16
ACSTravelTime,CA,single,0.5,0.5,9.689610525210778,0.51872675,0.00725,0.5088757396449703,0.15384615384615385,4000,AGEP,16
ACSTravelTime,CA,joint,0.5,0.5,9.689610525210778,0.5609518124999999,0.01375,0.5642450491249315,0.023070097604259095,4000,AGEP,16
ACSTravelTime,CA,single,1.0,1.0,4.844805262605389,0.5630963125,0.0175,0.6728395061728395,0.3888888888888889,4000,AGEP,16
ACSTravelTime,CA,joint,1.0,1.0,4.844805262605389,0.6101805625,0.015,0.6169569526094612,0.02943650126156434,4000,AGEP,16
ACSTravelTime,CA,single,2.0,2.0,2.4224026313026945,0.61242025,0.02575,0.5147392290249433,0.0,4000,AGEP,16
ACSTravelTime,CA,joint,2.0,2.0,2.4224026313026945,0.710188625,0.03625,0.7310771040092701,0.07045840407470289,4000,AGEP,16
ACSTravelTime,CA,single,5.0,5.0,0.9689610525210778,0.7671599375,0.095,0.8282548476454294,0.3157894736842105,4000,AGEP,16
ACSTravelTime,CA,joint,5.0,5.0,0.9689610525210778,0.9037024375,0.19825,0.928369029120173,0.2909728308501315,4000,AGEP,16
ACSTravelTime,CA,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,CA,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,CO,single,0.1,0.1,48.44805262605389,0.507125125,0.00925,0.6262975778546713,0.0,4000,AGEP,16
ACSTravelTime,CO,joint,0.1,0.1,48.44805262605389,0.50526425,0.016,0.5076312355486367,0.010526315789473684,4000,AGEP,16
ACSTravelTime,CO,single,0.5,0.5,9.689610525210778,0.526792125,0.00975,0.4622222222222222,0.06666666666666667,4000,AGEP,16
ACSTravelTime,CO,joint,0.5,0.5,9.689610525210778,0.554643,0.012,0.5446299287146359,0.009328358208955223,4000,AGEP,16
ACSTravelTime,CO,single,1.0,1.0,4.844805262605389,0.5582550000000001,0.01425,0.44598337950138506,0.0,4000,AGEP,16
ACSTravelTime,CO,joint,1.0,1.0,4.844805262605389,0.5912651875,0.01675,0.5985379009201831,0.014822134387351778,4000,AGEP,16
ACSTravelTime,CO,single,2.0,2.0,2.4224026313026945,0.6059024375,0.033,0.5308641975308642,0.0,4000,AGEP,16
ACSTravelTime,CO,joint,2.0,2.0,2.4224026313026945,0.6757629374999999,0.03125,0.7046106582806989,0.039309683604985615,4000,AGEP,16
ACSTravelTime,CO,single,5.0,5.0,0.9689610525210778,0.7688708125,0.09825,0.8719723183391004,0.47058823529411764,4000,AGEP,16
ACSTravelTime,CO,joint,5.0,5.0,0.9689610525210778,0.8760958125,0.19625,0.9151762089800319,0.33933649289099527,4000,AGEP,16
ACSTravelTime,CO,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,CO,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,CT,single,0.1,0.1,48.44805262605389,0.4997263125,0.009,0.4453125,0.0,4000,AGEP,16
ACSTravelTime,CT,joint,0.1,0.1,48.44805262605389,0.505670625,0.00775,0.4888129938908697,0.0073059360730593605,4000,AGEP,16
ACSTravelTime,CT,single,0.5,0.5,9.689610525210778,0.529377875,0.01475,0.6666666666666667,0.16666666666666666,4000,AGEP,16
ACSTravelTime,CT,joint,0.5,0.5,9.689610525210778,0.5422895624999999,0.01625,0.5537489233263022,0.012578616352201259,4000,AGEP,16
ACSTravelTime,CT,single,1.0,1.0,4.844805262605389,0.5696404375,0.01625,0.51171875,0.125,4000,AGEP,16
ACSTravelTime,CT,joint,1.0,1.0,4.844805262605389,0.5937708750000001,0.02525,0.610294862087615,0.017674418604651163,4000,AGEP,16
ACSTravelTime,CT,single,2.0,2.0,2.4224026313026945,0.607744,0.02975,0.45999999999999996,0.05,4000,AGEP,16
ACSTravelTime,CT,joint,2.0,2.0,2.4224026313026945,0.6590411250000001,0.023,0.7000805453544127,0.029053420805998126,4000,AGEP,16
ACSTravelTime,CT,single,5.0,5.0,0.9689610525210778,0.7708924375,0.11525,0.7962962962962963,0.3333333333333333,4000,AGEP,16
ACSTravelTime,CT,joint,5.0,5.0,0.9689610525210778,0.8566511250000001,0.125,0.9106633683327946,0.32468694096601075,4000,AGEP,16
ACSTravelTime,CT,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,CT,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,DE,single,0.1,0.1,48.44805262605389,0.5006926875,0.0095,0.4575,0.0,4000,AGEP,16
ACSTravelTime,DE,joint,0.1,0.1,48.44805262605389,0.5089458125,0.0075,0.5444726213956984,0.010073260073260074,4000,AGEP,16
ACSTravelTime,DE,single,0.5,0.5,9.689610525210778,0.5340714375,0.011,0.43999999999999995,0.05,4000,AGEP,16
ACSTravelTime,DE,joint,0.5,0.5,9.689610525210778,0.5522238125,0.01125,0.563700996353635,0.011100832562442183,4000,AGEP,16
ACSTravelTime,DE,single,1.0,1.0,4.844805262605389,0.55401425,0.01525,0.5432098765432098,0.05555555555555555,4000,AGEP,16
ACSTravelTime,DE,joint,1.0,1.0,4.844805262605389,0.5919874375,0.02075,0.6080157128840121,0.03066914498141264,4000,AGEP,16
ACSTravelTime,DE,single,2.0,2.0,2.4224026313026945,0.6137876875000001,0.02675,0.5709876543209876,0.05555555555555555,4000,AGEP,16
ACSTravelTime,DE,joint,2.0,2.0,2.4224026313026945,0.687641625,0.03325,0.7159825885520414,0.04713493530499076,4000,AGEP,16
ACSTravelTime,DE,single,5.0,5.0,0.9689610525210778,0.7728973749999999,0.0905,0.7932098765432098,0.2777777777777778,4000,AGEP,16
ACSTravelTime,DE,joint,5.0,5.0,0.9689610525210778,0.8821016875,0.19775,0.9159681130834977,0.4175824175824176,4000,AGEP,16
ACSTravelTime,DE,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,DE,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,FL,single,0.1,0.1,48.44805262605389,0.49957100000000004,0.0075,0.41836734693877553,0.0,4000,AGEP,16
ACSTravelTime,FL,joint,0.1,0.1,48.44805262605389,0.508876125,0.0095,0.5068561835226248,0.023255813953488372,4000,AGEP,16
ACSTravelTime,FL,single,0.5,0.5,9.689610525210778,0.525718,0.01325,0.32,0.06666666666666667,4000,AGEP,16
ACSTravelTime,FL,joint,0.5,0.5,9.689610525210778,0.5597635,0.01725,0.5590709117824899,0.0182648401826484,4000,AGEP,16
ACSTravelTime,FL,single,1.0,1.0,4.844805262605389,0.540501,0.01825,0.5694444444444444,0.08333333333333333,4000,AGEP,16
ACSTravelTime,FL,joint,1.0,1.0,4.844805262605389,0.6125791875,0.029,0.6106025001650596,0.013500482160077145,4000,AGEP,16
ACSTravelTime,FL,single,2.0,2.0,2.4224026313026945,0.60954175,0.02775,0.648888888888889,0.2,4000,AGEP,16
ACSTravelTime,FL,joint,2.0,2.0,2.4224026313026945,0.7106695000000001,0.05475,0.7254131539045988,0.058287795992714025,4000,AGEP,16
ACSTravelTime,FL,single,5.0,5.0,0.9689610525210778,0.7566671875000001,0.0865,0.8418367346938775,0.42857142857142855,4000,AGEP,16
ACSTravelTime,FL,joint,5.0,5.0,0.9689610525210778,0.9161283125,0.33875,0.9208808730809364,0.3684710351377018,4000,AGEP,16
ACSTravelTime,FL,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,FL,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,GA,single,0.1,0.1,48.44805262605389,0.507602875,0.01625,0.5387523629489603,0.0,4000,AGEP,16
ACSTravelTime,GA,joint,0.1,0.1,48.44805262605389,0.510612125,0.01225,0.5166433817748928,0.012322274881516588,4000,AGEP,16
ACSTravelTime,GA,single,0.5,0.5,9.689610525210778,0.5181755625,0.01275,0.6343490304709141,0.21052631578947367,4000,AGEP,16
ACSTravelTime,GA,joint,0.5,0.5,9.689610525210778,0.561332875,0.0165,0.5755230197321557,0.0192131747483989,4000,AGEP,16
ACSTravelTime,GA,single,1.0,1.0,4.844805262605389,0.566881,0.01925,0.5029585798816568,0.15384615384615385,4000,AGEP,16
ACSTravelTime,GA,joint,1.0,1.0,4.844805262605389,0.6105288125,0.03,0.627307492401582,0.032467532467532464,4000,AGEP,16
ACSTravelTime,GA,single,2.0,2.0,2.4224026313026945,0.6222868125000001,0.0245,0.6897506925207756,0.10526315789473684,4000,AGEP,16
ACSTravelTime,GA,joint,2.0,2.0,2.4224026313026945,0.709269875,0.046,0.7294505487292584,0.03985507246376811,4000,AGEP,16
ACSTravelTime,GA,single,5.0,5.0,0.9689610525210778,0.758681375,0.094,0.8203125,0.3125,4000,AGEP,16
ACSTravelTime,GA,joint,5.0,5.0,0.9689610525210778,0.9172014375000002,0.31275,0.9357290395432676,0.3389513108614232,4000,AGEP,16
ACSTravelTime,GA,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,GA,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,HI,single,0.1,0.1,48.44805262605389,0.513321125,0.01,0.5640495867768596,0.0,4000,AGEP,16
ACSTravelTime,HI,joint,0.1,0.1,48.44805262605389,0.5019044375,0.01175,0.5004062436072116,0.015717092337917484,4000,AGEP,16
ACSTravelTime,HI,single,0.5,0.5,9.689610525210778,0.5268915000000001,0.01425,0.5260416666666666,0.0,4000,AGEP,16
ACSTravelTime,HI,joint,0.5,0.5,9.689610525210778,0.553014125,0.01475,0.5598396079304968,0.009950248756218905,4000,AGEP,16
ACSTravelTime,HI,single,1.0,1.0,4.844805262605389,0.5629458125,0.02075,0.5859375,0.0625,4000,AGEP,16
ACSTravelTime,HI,joint,1.0,1.0,4.844805262605389,0.5942929375,0.022,0.6134097005012662,0.03700097370983447,4000,AGEP,16
ACSTravelTime,HI,single,2.0,2.0,2.4224026313026945,0.6153346875,0.023,0.7633136094674556,0.3076923076923077,4000,AGEP,16
ACSTravelTime,HI,joint,2.0,2.0,2.4224026313026945,0.689713375,0.032,0.7028824605576736,0.019342359767891684,4000,AGEP,16
ACSTravelTime,HI,single,5.0,5.0,0.9689610525210778,0.7624435,0.104,0.6953125,0.1875,4000,AGEP,16
ACSTravelTime,HI,joint,5.0,5.0,0.9689610525210778,0.89003125,0.19925,0.9211908544087628,0.40421263791374124,4000,AGEP,16
ACSTravelTime,HI,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,HI,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,ID,single,0.1,0.1,48.44805262605389,0.5063421875,0.01025,0.3549382716049383,0.0,4000,AGEP,16
ACSTravelTime,ID,joint,0.1,0.1,48.44805262605389,0.5070745624999999,0.01575,0.49787571462134855,0.016592920353982302,4000,AGEP,16
ACSTravelTime,ID,single,0.5,0.5,9.689610525210778,0.5261413125,0.01225,0.55078125,0.0625,4000,AGEP,16
ACSTravelTime,ID,joint,0.5,0.5,9.689610525210778,0.550184875,0.0155,0.5619344994797859,0.023706896551724137,4000,AGEP,16
ACSTravelTime,ID,single,1.0,1.0,4.844805262605389,0.5538551249999999,0.01825,0.40830449826989623,0.0,4000,AGEP,16
ACSTravelTime,ID,joint,1.0,1.0,4.844805262605389,0.5956705625000001,0.016,0.6157566173855611,0.012345679012345678,4000,AGEP,16
ACSTravelTime,ID,single,2.0,2.0,2.4224026313026945,0.6127225625,0.01925,0.7155555555555556,0.2,4000,AGEP,16
ACSTravelTime,ID,joint,2.0,2.0,2.4224026313026945,0.6919061249999999,0.03775,0.7225200581945904,0.04149377593360996,4000,AGEP,16
ACSTravelTime,ID,single,5.0,5.0,0.9689610525210778,0.7598703124999999,0.097,0.6366782006920415,0.0,4000,AGEP,16
ACSTravelTime,ID,joint,5.0,5.0,0.9689610525210778,0.8867658125,0.21875,0.9238046846224819,0.3175303197353914,4000,AGEP,16
ACSTravelTime,ID,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,ID,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,IL,single,0.1,0.1,48.44805262605389,0.5133006874999999,0.01125,0.42560553633217996,0.0,4000,AGEP,16
ACSTravelTime,IL,joint,0.1,0.1,48.44805262605389,0.5200998750000001,0.01125,0.5224948347939881,0.010771992818671455,4000,AGEP,16
ACSTravelTime,IL,single,0.5,0.5,9.689610525210778,0.5236149375,0.01725,0.5650969529085872,0.15789473684210525,4000,AGEP,16
ACSTravelTime,IL,joint,0.5,0.5,9.689610525210778,0.5508058125,0.015,0.5693773673757704,0.009954751131221719,4000,AGEP,16
ACSTravelTime,IL,single,1.0,1.0,4.844805262605389,0.5651014999999999,0.015,0.5599173553719008,0.0,4000,AGEP,16
ACSTravelTime,IL,joint,1.0,1.0,4.844805262605389,0.597135875,0.019,0.58639477315153,0.02882882882882883,4000,AGEP,16
ACSTravelTime,IL,single,2.0,2.0,2.4224026313026945,0.621304375,0.02725,0.5986159169550174,0.058823529411764705,4000,AGEP,16
ACSTravelTime,IL,joint,2.0,2.0,2.4224026313026945,0.698113,0.03575,0.721458025147929,0.05673076923076923,4000,AGEP,16
ACSTravelTime,IL,single,5.0,5.0,0.9689610525210778,0.772367625,0.0975,0.8181818181818181,0.36363636363636365,4000,AGEP,16
ACSTravelTime,IL,joint,5.0,5.0,0.9689610525210778,0.89383775,0.2155,0.9201155412845125,0.3265869365225391,4000,AGEP,16
ACSTravelTime,IL,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,IL,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,IN,single,0.1,0.1,48.44805262605389,0.5008908750000001,0.01,0.56,0.0,4000,AGEP,16
ACSTravelTime,IN,joint,0.1,0.1,48.44805262605389,0.5123291249999999,0.012,0.5130869989768487,0.01775147928994083,4000,AGEP,16
ACSTravelTime,IN,single,0.5,0.5,9.689610525210778,0.521624625,0.0125,0.37109375,0.0625,4000,AGEP,16
ACSTravelTime,IN,joint,0.5,0.5,9.689610525210778,0.556747875,0.01675,0.548703474634365,0.016634050880626222,4000,AGEP,16
ACSTravelTime,IN,single,1.0,1.0,4.844805262605389,0.560889,0.01625,0.38560000000000005,0.0,4000,AGEP,16
ACSTravelTime,IN,joint,1.0,1.0,4.844805262605389,0.611009125,0.0295,0.6279725131683713,0.03090727816550349,4000,AGEP,16
ACSTravelTime,IN,single,2.0,2.0,2.4224026313026945,0.6050699374999999,0.025,0.484375,0.0,4000,AGEP,16
ACSTravelTime,IN,joint,2.0,2.0,2.4224026313026945,0.70379475,0.04825,0.7255385935911164,0.04257528556593977,4000,AGEP,16
ACSTravelTime,IN,single,5.0,5.0,0.9689610525210778,0.764540125,0.0945,0.7824000000000001,0.28,4000,AGEP,16
ACSTravelTime,IN,joint,5.0,5.0,0.9689610525210778,0.9039429999999999,0.316,0.9187845578871832,0.395112016293279,4000,AGEP,16
ACSTravelTime,IN,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,IN,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,IA,single,0.1,0.1,48.44805262605389,0.5057798125,0.014,0.43490304709141275,0.0,4000,AGEP,16
ACSTravelTime,IA,joint,0.1,0.1,48.44805262605389,0.518099375,0.0085,0.5043123258098655,0.007186858316221766,4000,AGEP,16
ACSTravelTime,IA,single,0.5,0.5,9.689610525210778,0.5178599375,0.00925,0.5416666666666666,0.0,4000,AGEP,16
ACSTravelTime,IA,joint,0.5,0.5,9.689610525210778,0.54060475,0.0075,0.550767765081318,0.008429926238145416,4000,AGEP,16
ACSTravelTime,IA,single,1.0,1.0,4.844805262605389,0.5580065,0.02275,0.53515625,0.0,4000,AGEP,16
ACSTravelTime,IA,joint,1.0,1.0,4.844805262605389,0.5889314999999999,0.02125,0.62743840498614,0.01867219917012448,4000,AGEP,16
ACSTravelTime,IA,single,2.0,2.0,2.4224026313026945,0.6147648125,0.03225,0.7162629757785468,0.23529411764705882,4000,AGEP,16
ACSTravelTime,IA,joint,2.0,2.0,2.4224026313026945,0.68695825,0.02575,0.7490320217937254,0.03881511746680286,4000,AGEP,16
ACSTravelTime,IA,single,5.0,5.0,0.9689610525210778,0.7476510000000001,0.0865,0.7008310249307479,0.3684210526315789,4000,AGEP,16
ACSTravelTime,IA,joint,5.0,5.0,0.9689610525210778,0.8755290625000001,0.17225,0.9233273171153069,0.3784648187633262,4000,AGEP,16
ACSTravelTime,IA,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,IA,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,KS,single,0.1,0.1,48.44805262605389,0.5120605625,0.00875,0.5552913198573126,0.034482758620689655,4000,AGEP,16
ACSTravelTime,KS,joint,0.1,0.1,48.44805262605389,0.50660275,0.013,0.5010858725761773,0.01368421052631579,4000,AGEP,16
ACSTravelTime,KS,single,0.5,0.5,9.689610525210778,0.526607,0.0095,0.5118343195266273,0.07692307692307693,4000,AGEP,16
ACSTravelTime,KS,joint,0.5,0.5,9.689610525210778,0.5469613124999999,0.00975,0.5624621256899914,0.015479876160990712,4000,AGEP,16
ACSTravelTime,KS,single,1.0,1.0,4.844805262605389,0.5548720625,0.01875,0.4855371900826447,0.0,4000,AGEP,16
ACSTravelTime,KS,joint,1.0,1.0,4.844805262605389,0.5973815,0.019,0.6308705454377174,0.029087261785356068,4000,AGEP,16
ACSTravelTime,KS,single,2.0,2.0,2.4224026313026945,0.612000375,0.02275,0.7024793388429752,0.13636363636363635,4000,AGEP,16
ACSTravelTime,KS,joint,2.0,2.0,2.4224026313026945,0.6833881875,0.03875,0.7285947324562511,0.062311557788944726,4000,AGEP,16
ACSTravelTime,KS,single,5.0,5.0,0.9689610525210778,0.7611994999999999,0.10775,0.6678200692041523,0.29411764705882354,4000,AGEP,16
ACSTravelTime,KS,joint,5.0,5.0,0.9689610525210778,0.8714416875000001,0.18875,0.9225625645311962,0.3150105708245243,4000,AGEP,16
ACSTravelTime,KS,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,KS,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,KY,single,0.1,0.1,48.44805262605389,0.5122606249999999,0.009,0.4577777777777778,0.13333333333333333,4000,AGEP,16
ACSTravelTime,KY,joint,0.1,0.1,48.44805262605389,0.5127127499999999,0.01,0.509345573639822,0.008341056533827619,4000,AGEP,16
ACSTravelTime,KY,single,0.5,0.5,9.689610525210778,0.529841125,0.0105,0.743801652892562,0.0,4000,AGEP,16
ACSTravelTime,KY,joint,0.5,0.5,9.689610525210778,0.5487189375000001,0.021,0.560628721610307,0.016683022571148183,4000,AGEP,16
ACSTravelTime,KY,single,1.0,1.0,4.844805262605389,0.5673101875,0.01975,0.5096952908587258,0.0,4000,AGEP,16
ACSTravelTime,KY,joint,1.0,1.0,4.844805262605389,0.61548575,0.021,0.6311146377482422,0.022535211267605635,4000,AGEP,16
ACSTravelTime,KY,single,2.0,2.0,2.4224026313026945,0.6118121249999999,0.026,0.5872576177285318,0.05263157894736842,4000,AGEP,16
ACSTravelTime,KY,joint,2.0,2.0,2.4224026313026945,0.7034651249999999,0.0455,0.7290340630901588,0.04969574036511156,4000,AGEP,16
ACSTravelTime,KY,single,5.0,5.0,0.9689610525210778,0.7584643125,0.0875,0.7063711911357341,0.21052631578947367,4000,AGEP,16
ACSTravelTime,KY,joint,5.0,5.0,0.9689610525210778,0.9072938749999999,0.30425,0.9196302543229906,0.3601134215500945,4000,AGEP,16
ACSTravelTime,KY,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,KY,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,LA,single,0.1,0.1,48.44805262605389,0.5039815,0.01425,0.6272189349112426,0.3076923076923077,4000,AGEP,16
ACSTravelTime,LA,joint,0.1,0.1,48.44805262605389,0.5059625,0.01025,0.5128973263757381,0.017790262172284643,4000,AGEP,16
ACSTravelTime,LA,single,0.5,0.5,9.689610525210778,0.5417314375,0.012,0.53125,0.0,4000,AGEP,16
ACSTravelTime,LA,joint,0.5,0.5,9.689610525210778,0.555264,0.0135,0.5540812869644508,0.01601423487544484,4000,AGEP,16
ACSTravelTime,LA,single,1.0,1.0,4.844805262605389,0.5586621875,0.013,0.5761772853185595,0.21052631578947367,4000,AGEP,16
ACSTravelTime,LA,joint,1.0,1.0,4.844805262605389,0.6093009375,0.01925,0.6026231962103303,0.02416918429003021,4000,AGEP,16
ACSTravelTime,LA,single,2.0,2.0,2.4224026313026945,0.6173028125,0.03075,0.5516528925619835,0.18181818181818182,4000,AGEP,16
ACSTravelTime,LA,joint,2.0,2.0,2.4224026313026945,0.7046119375,0.03925,0.7127800453514739,0.07047619047619047,4000,AGEP,16
ACSTravelTime,LA,single,5.0,5.0,0.9689610525210778,0.7635707500000001,0.10575,0.8055555555555557,0.16666666666666666,4000,AGEP,16
ACSTravelTime,LA,joint,5.0,5.0,0.9689610525210778,0.9013934375000001,0.2775,0.9284709823888556,0.4516431924882629,4000,AGEP,16
ACSTravelTime,LA,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,LA,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSTravelTime,ME,single,0.1,0.1,48.44805262605389,0.5002236875,0.00875,0.3945578231292517,0.0,4000,AGEP,16
ACSTravelTime,ME,joint,0.1,0.1,48.44805262605389,0.5139983750000001,0.0075,0.5223240091237169,0.010869565217391304,4000,AGEP,16
